Gene,IG Score Before Training,IG Score After Training
OR52B2,-1.0,-1.0
OR52B6,-1.0,-1.0
OR52D1,-1.0,-1.0
OR52E2,-1.0,-1.0
OR52E4,-1.0,-1.0
OR52E6,-1.0,-1.0
OR52I1,-1.0,-1.0
OR52I2,-1.0,-1.0
OR52K1,-1.0,-1.0
OR52K2,-1.0,-1.0
OR52L1,-1.0,-1.0
OR52R1,-1.0,-1.0
OR56A1,-1.0,-1.0
OR56A3,-1.0,-1.0
OR56A5,-1.0,-1.0
OR56B4,-1.0,-1.0
OR5J2,-1.0,-1.0
OR5M11,-1.0,-1.0
OR5V1,-1.0,-1.0
OR6A2,-1.0,-1.0
OR6C2,-1.0,-1.0
OR6C70,-1.0,-1.0
OR6F1,-1.0,-1.0
OR6V1,-1.0,-1.0
OR6W1P,-1.0,-1.0
OR7A5,-1.0,-1.0
OR7C1,-1.0,-1.0
OR7D4,-1.0,-1.0
OR7E156P,-1.0,-1.0
OR7E24,-1.0,-1.0
OR7E5P,-1.0,-1.0
OR7G2,-1.0,-1.0
OR8A1,-1.0,-1.0
OR8B12,-1.0,-1.0
OR8D1,-1.0,-1.0
OR8D2,-1.0,-1.0
OR8G5,-1.0,-1.0
OR9A2,-1.0,-1.0
OR9A4,-1.0,-1.0
OR9G9,-1.0,-1.0
ORC1L,-1.0,-1.0
ORC6L,-1.0,-1.0
OSCAR,-1.0,-1.0
OSGEPL1,-1.0,-1.0
OSM,-1.0,-1.0
OSTCL,-1.0,-1.0
OTOA,-1.0,-1.0
OTOF,-1.0,-1.0
OTOP1,-1.0,-1.0
OTOR,-1.0,-1.0
OTOS,-1.0,-1.0
OTP,-1.0,-1.0
OTUB2,-1.0,-1.0
OTUD6A,-1.0,-1.0
OTX1,-1.0,-1.0
OTX2,-1.0,-1.0
OXCT2,-1.0,-1.0
OXTR,-1.0,-1.001940131187439
P2RX5,-1.0,-1.0
P2RY11,-1.0,-1.0
P2RY6,-1.0,-1.0
P4HA3,-1.0,-1.0
PA2G4P4,-1.0,-1.0
PABPC1L,-1.0,-1.0
PABPC1P2,-1.0,-1.0
PADI1,-1.0,-1.0
PADI3,-1.0,-1.0
PADI6,-1.0,-1.0
PAGE1,-1.0,-1.0
PAGE2,-1.0,-1.0
PAGE2B,-1.0,-1.0
PAK6,-1.0,-1.0
PANX2,-1.0,-1.0
PANX3,-1.0,-1.0
PAPL,-1.0,-1.0
PAQR6,-1.0,-1.0
PAQR9,-1.0,-1.0
PARP15,-1.0,-1.0
PARS2,-1.0,-1.0
PATL2,-1.0,-1.0
PAX1,-1.0,-1.0
PAX3,-1.0,-1.0
PAX4,-1.0,-1.0
PAX5,-1.0,-1.0
PAX7,-1.0,-1.0
PBK,-1.0,-1.0
PBX4,-1.0,-1.0
PCDHA1,-1.0,-1.0
PCDHA8,-1.0,-1.0
PCDHA9,-1.0,-1.0
PCDHB10,-1.0,-1.0
PCDHB14,-1.0,-1.0
PCDHB17,-1.0,-1.0
PCDHB19P,-1.0,-1.0
PCDHB2,-1.0,-1.0
PCDHB8,-1.0,-1.0
PCDHB9,-1.0,-1.0
PCDHGA1,-1.0,-1.0
PCDHGB8P,-1.0,-1.0
PCDHGC4,-1.0,-1.0
PCDHGC5,-1.0,-1.0
PCGF6,-1.0,-1.0
PCP2,-1.0,-1.0
PCSK1,-1.0,-1.0
PCSK4,-1.0,-1.0
PCSK9,-1.0,-1.0
PDCD1,-1.0,-1.0
PDCD2L,-1.0,-1.0
PDCL2,-1.0,-1.0
PDF,-1.0,-1.0
PDHA2,-1.0,-1.0
PDIA2,-1.0,-1.0
PDSS1,-1.0,-1.0
PDX1,-1.0,-1.0
PDZD7,-1.0,-1.0
PFKFB4,-1.0,-1.0
PFN4,-1.0,-1.0
PGAM2,-1.0,-1.0
PGAM4,-1.0,-1.0
PGBD2,-1.0,-1.0
PGBD5,-1.0,-1.0
PGK2,-1.0,-1.0
PGLYRP3,-1.0,-1.0
PGLYRP4,-1.0,-1.0
PHEX,-1.0,-1.0
PHOX2A,-1.0,-1.0
PI4KAP2,-1.0,-1.0
PIF1,-1.0,-1.0
PIGL,-1.0,-1.0
PIGW,-1.0,-1.0
PIK3R6,-1.0,-1.0
PINX1,-1.0,-1.0
PIP5K1P1,-1.0,-1.0
PIP5KL1,-1.0,-1.0
PIPSL,-1.0,-1.0
PITX3,-1.0,-1.0
PIWIL1,-1.0,-1.0
PIWIL3,-1.0,-1.0
PKD1L1,-1.0,-1.0
PKD1L3,-1.0,-1.0
PKD2L1,-1.0,-1.0
PKMYT1,-1.0,-1.0
PLA2G2D,-1.0,-1.0
PLA2G2E,-1.0,-1.0
PLA2G2F,-1.0,-1.0
PLA2G4D,-1.0,-1.0
PLA2G4E,-1.0,-1.0
PLA2G7,-1.0,-1.0
PLAC1,-1.0,-1.0
PLAC1L,-1.0,-1.0
PLAC4,-1.0,-1.0
PLAC8L1,-1.0,-1.0
PLB1,-1.0,-1.0
PLD6,-1.0,-1.0
PLEKHA8,-1.0,-1.0
PLEKHA9,-1.0,-1.0
PLEKHG4,-1.0,-1.0
PLEKHG4B,-1.0,-1.0
PLEKHN1,-1.0,-1.0
PLK1,-1.0,-1.0
PLK4,-1.0,-1.0
PLK5P,-1.0,-1.0
PLXNB3,-1.0,-1.0
PMCH,-1.0,-1.0
PMCHL1,-1.0,-1.0
PMFBP1,-1.0,-1.0
PMS2CL,-1.0,-1.0
PMS2L11,-1.0,-1.0
PMS2L2,-1.0,-1.0
PMS2L3,-1.0,-1.0
PMS2L5,-1.0,-1.0
PNCK,-1.0,-1.0
PNMA3,-1.0,-1.0
PNMA5,-1.0,-1.0
PNPLA5,-1.0,-1.0
POC1A,-1.0,-1.0
POC5,-1.0,-1.0
PODNL1,-1.0,-1.0
POLE2,-1.0,-1.0
POLG2,-1.0,-1.0
POLQ,-1.0,-1.0
POLR3G,-1.0,-1.0
POM121L10P,-1.0,-1.0
POM121L1P,-1.0,-1.0
POM121L2,-1.0,-1.0
POM121L4P,-1.0,-1.0
POM121L8P,-1.0,-1.0
POM121L9P,-1.0,-1.0
POP1,-1.0,-1.0
POPDC3,-1.0,-1.0
POTEB,-1.0,-1.0
POTEC,-1.0,-1.0
POTED,-1.0,-1.0
POTEE,-1.0,-1.0
POTEF,-1.0,-1.0
POTEG,-1.0,-1.0
POTEH,-1.0,-1.0
POU3F1,-1.0,-1.0
POU3F2,-1.0,-1.0
POU4F1,-1.0,-1.0
POU4F2,-1.0,-1.0
POU4F3,-1.0,-1.0
POU5F1,-1.0,-1.0
POU5F1B,-1.0,-1.0
POU5F2,-1.0,-1.0
PPAPDC1A,-1.0,-1.0
PPCDC,-1.0,-1.0
PPEF1,-1.0,-1.0
PPFIA3,-1.0,-1.0
PPFIA4,-1.0,-1.0
PPIAL4B,-1.0,-1.0
PPIAL4C,-1.0,-1.0
PPIAL4D,-1.0,-1.0
PPIAL4E,-1.0,-1.0
PPIAL4G,-1.0,-1.0
PPIEL,-1.0,-1.0
PPIL5,-1.0,-1.0
PPM1J,-1.0,-1.0
PPP1R2P9,-1.0,-1.0
PPP2R3B,-1.0,-1.0
PPY2,-1.0,-1.0
PRAC,-1.0,-1.0
PRAME,-1.0,-1.0
PRAMEF1,-1.0,-1.0
PRAMEF11,-1.0,-1.0
PRAMEF12,-1.0,-1.0
PRAMEF13,-1.0,-1.0
PRAMEF14,-1.0,-1.0
PRAMEF18,-1.0,-1.0
PRAMEF2,-1.0,-1.0
PRAMEF20,-1.0,-1.0
PRAMEF4,-1.0,-1.0
PRAMEF5,-1.0,-1.0
PRAMEF6,-1.0,-1.0
PRAMEF8,-1.0,-1.0
PRAMEF9,-1.0,-1.0
PRB2,-1.0,-1.0
PRDM12,-1.0,-1.0
PRDM13,-1.0,-1.0
PRDM14,-1.0,-1.0
PRDM15,-1.0,-1.0
PRDM7,-1.0,-1.0
PRDM9,-1.0,-1.0
PRG1,-1.0,-1.0
PRG2,-1.0,-1.0
PRICKLE3,-1.0,-1.0
PRIM1,-1.0,-1.0
PRKACG,-1.0,-1.0
PRKCG,-1.0,-1.0
PRLH,-1.0,-1.0
PRND,-1.0,-1.0
PRNT,-1.0,-1.0
PRO0611,-1.0,-1.0
PRO0628,-1.0,-1.0
PRO1768,-1.0,-1.0
PROCA1,-1.0,-1.0
PROK2,-1.0,-1.0
PROKR1,-1.0,-1.0
PROX2,-1.0,-1.0
PRPS1L1,-1.0,-1.0
PRR11,-1.0,-1.0
PRR19,-1.0,-1.0
PRR20A,-1.0,-1.0
PRR22,-1.0,-1.0
PRR23A,-1.0,-1.0
PRR23B,-1.0,-1.0
PRR23C,-1.0,-1.0
PRR25,-1.0,-1.0
PRR5-ARHGAP8,-1.0,-1.0
PRRT3,-1.0,-1.0
PRRX2,-1.0,-1.0
PRSS1,-1.0,-1.0
PRSS21,-1.0,-1.0
PRSS27,-1.0,-1.0
PRSS30P,-1.0,-1.0
PRSS33,-1.0,-1.0
PRSS37,-1.0,-1.0
PRSS41,-1.0,-1.0
PRSS50,-1.0,-1.0
PRSS53,-1.0,-1.0
PRSS54,-1.0,-1.0
PRSS55,-1.0,-1.0
PRSSL1,-1.0,-1.0
PRTN3,-1.0,-1.0
PSD2,-1.0,-1.0
PSG1,-1.0,-1.0
PSG10,-1.0,-1.0
PSG11,-1.0,-1.0
PSG2,-1.0,-1.0
PSG3,-1.0,-1.0
PSG4,-1.0,-1.0
PSG5,-1.0,-1.0
PSG6,-1.0,-1.0
PSG7,-1.0,-1.0
PSG8,-1.0,-1.0
PSG9,-1.0,-1.0
PSIMCT-1,-1.0,-1.0
PSMC3IP,-1.0,-1.0
PSORS1C1,-1.0,-1.0
PSORS1C2,-1.0,-1.0
PSORS1C3,-1.0,-1.0
PSPN,-1.0,-1.0
PSRC1,-1.0,-1.0
PSTK,-1.0,-1.0
PTCD2,-1.0,-1.0
PTCHD2,-1.0,-1.0
PTH2,-1.0,-1.0
PTPDC1,-1.0,-1.0
PTPRVP,-1.0,-1.0
PTTG2,-1.0,-1.0
PTTG3P,-1.0,-1.0
PTX4,-1.0,-1.0
PVRIG,-1.0,-1.0
PVRL4,-1.0,-1.0
PVT1,-1.0,-1.0
PXDNL,-1.0,-1.0
PXT1,-1.0,-1.0
PYY2,-1.0,-1.0
QRFP,-1.0,-1.0
QRICH2,-1.0,-1.0
R3HDML,-1.0,-1.0
RAB33A,-1.0,-1.0
RAB39,-1.0,-1.0
RAB40A,-1.0,-1.0
RAB40AL,-1.0,-1.0
RAB42,-1.0,-1.0
RAC3,-1.0,-1.0
RACGAP1P,-1.0,-1.0
RAD18,-1.0,-1.0
RAD21L1,-1.0,-1.0
RAD51,-1.0,-1.0
RAD51AP1,-1.0,-1.0
RAD51L1,-1.0,-1.0
RAD51L3,-1.0,-1.0
RAD54B,-1.0,-1.0
RAD54L,-1.0,-1.0
RAD9B,-1.0,-1.0
RAET1K,-1.0,-1.0
RAET1L,-1.0,-1.0
RAGE,-1.0,-1.0
RAPSN,-1.0,-1.0
RASD2,-1.0,-1.0
RASGEF1A,-1.0,-1.0
RASL10A,-1.0,-1.0
RASL10B,-1.0,-1.0
RAX,-1.0,-1.0
RBL1,-1.0,-1.0
RBM15,-1.0,-1.0
RBM45,-1.0,-1.0
RBM46,-1.0,-1.0
RBMXL2,-1.0,-1.0
RBMXL3,-1.0,-1.0
RBMY2FP,-1.0,-1.0
RCOR2,-1.0,-1.0
RD3,-1.0,-1.0
RDM1,-1.0,-1.0
RECQL4,-1.0,-1.0
RELL2,-1.0,-1.0
REM2,-1.0,-1.0
REXO1L1,-1.0,-1.0
RFC4,-1.0,-1.0
RFPL1,-1.0,-1.0
RFPL2,-1.0,-1.0
RFPL3,-1.0,-1.0
RFPL3S,-1.0,-1.0
RFPL4B,-1.0,-1.0
RFX4,-1.0,-1.0
RFX8,-1.0,-1.0
RGR,-1.0,-1.0
RGS17,-1.0,-1.0
RGS20,-1.0,-1.0
RGS21,-1.0,-1.0
RHBDL1,-1.0,-1.0
RHCE,-1.0,-1.0
RHD,-1.0,-1.0
RHEBL1,-1.0,-1.0
RHOXF2B,-1.0,-1.0
RIBC1,-1.0,-1.0
RIBC2,-1.0,-1.0
RIMBP3,-1.0,-1.0
RIMBP3C,-1.0,-1.0
RIN1,-1.0,-1.0
RINL,-1.0,-1.0
RIPPLY2,-1.0,-1.0
RIT2,-1.0,-1.0
RLBP1,-1.0,-1.0
RLN3,-1.0,-1.0
RLTPR,-1.0,-1.0
RMRP,-1.0,-1.0
RNASE10,-1.0,-1.0
RNASE11,-1.0,-1.0
RNASE2,-1.0,-1.0
RNASE3,-1.0,-1.0
RNF113B,-1.0,-1.0
RNF151,-1.0,-1.0
RNF17,-1.0,-1.0
RNF175,-1.0,-1.0
RNF183,-1.0,-1.0
RNF207,-1.0,-1.0
RNF32,-1.0,-1.0
RNFT2,-1.0,-1.0
RNU11,-1.0,-1.0
RNU4ATAC,-1.0,-1.0
RP1-177G6.2,-1.0,-1.0
RP1L1,-1.0,-1.0
RP9,-1.0,-1.0
RP9P,-1.0,-1.0
RPA4,-1.0,-1.0
RPGRIP1,-1.0,-1.0
RPGRIP1L,-1.0,-1.0
RPL10L,-1.0,-1.0
RPL13AP20,-1.0,-1.0
RPL13AP3,-1.0,-1.0
RPL13AP6,-1.0,-1.0
RPL13P5,-1.0,-1.0
RPL19P12,-1.0,-1.0
RPL23AP64,-1.0,-1.0
RPL23AP7,-1.0,-1.0
RPL23P8,-1.0,-1.0
RPL29P2,-1.0,-1.0
RPL32P3,-1.0,-1.0
RPL39L,-1.0,-1.0
RPL3L,-1.0,-1.0
RPLP0P2,-1.0,-1.0
RPP40,-1.0,-1.0
RPPH1,-1.0,-1.0
RPRML,-1.0,-1.0
RPS10P7,-1.0,-1.0
RPS15AP10,-1.0,-1.0
RPS26P11,-1.0,-1.0
RPS2P32,-1.0,-1.0
RPSAP52,-1.0,-1.0
RPSAP9,-1.0,-1.0
RRM2,-1.0,-1.0
RRN3P2,-1.0,-1.0
RRP7B,-1.0,-1.0
RSPH10B2,-1.0,-1.0
RSPH6A,-1.0,-1.0
RSPO4,-1.0,-1.0
RTKN2,-1.0,-1.0
RTL1,-1.0,-1.0
RTN4IP1,-1.0,-1.0
RTN4R,-1.0,-1.0
RTN4RL2,-1.0,-1.0
RTP2,-1.0,-1.0
RTP4,-1.0,-1.0
RUFY4,-1.0,-1.0
RUNDC3A,-1.0,-1.0
RXFP3,-1.0,-1.0
RXFP4,-1.0,-1.0
RYR1,-1.0,-1.0
S100A3,-1.0,-1.0
S100A5,-1.0,-1.0
S100A7A,-1.0,-1.0
S100Z,-1.0,-1.0
S1PR5,-1.0,-1.0
SAAL1,-1.0,-1.0
SAC3D1,-1.0,-1.0
SAGE1,-1.0,-1.0
SALL4,-1.0,-1.0
SAMD10,-1.0,-1.0
SAMD14,-1.0,-1.0
SAMD7,-1.0,-1.0
SASS6,-1.0,-1.0
SBK1,-1.0,-1.0
SBK2,-1.0,-1.0
SCARNA10,-1.0,-1.0
SCARNA12,-1.0,-1.0
SCARNA15,-1.0,-1.0
SCARNA16,-1.0,-1.0
SCARNA2,-1.0,-1.0
SCARNA21,-1.0,-1.0
SCARNA22,-1.0,-1.0
SCARNA6,-1.0,-1.0
SCARNA7,-1.0,-1.0
SCARNA8,-1.0,-1.0
SCARNA9,-1.0,-1.0
SCARNA9L,-1.0,-1.0
SCGB1D1,-1.0,-1.0
SCML2,-1.0,-1.0
SCN10A,-1.0,-1.0
SCNN1D,-1.0,-1.0
SCRT1,-1.0,-1.0
SCRT2,-1.0,-1.0
SCXB,-1.0,-1.0
SDHAP1,-1.0,-1.0
SDHAP3,-1.0,-1.0
SDS,-1.0,-1.0
SEC61A2,-1.0,-1.0
SELV,-1.0,-1.0
SEMA5B,-1.0,-1.0
SEPT12,-1.0,-1.0
SEPT14,-1.0,-1.0
SEPT3,-1.0,-1.0
SEPT7P2,-1.0,-1.0
SERHL,-1.0,-1.0
SERINC4,-1.0,-1.0
SERPINB10,-1.0,-1.0
SERPINE3,-1.0,-1.0
SEZ6,-1.0,-1.0
SEZ6L,-1.0,-1.0
SFRS13B,-1.0,-1.0
SFTA1P,-1.0,-1.0
SGK196,-1.0,-1.0
SGK494,-1.0,-1.0
SGOL1,-1.0,-1.0
SGOL2,-1.0,-1.0
SH2B2,-1.0,-1.0
SH2D2A,-1.0,-1.0
SH2D4B,-1.0,-1.0
SH2D5,-1.0,-1.0
SH3D20,-1.0,-1.0
SH3TC2,-1.0,-1.0
SHANK1,-1.0,-1.0
SHCBP1,-1.0,-1.0
SHISA7,-1.0,-1.0
SHOX,-1.0,-1.0
SHOX2,-1.0,-1.0
SIGLEC10,-1.0,-1.0
SIGLEC12,-1.0,-1.0
SIGLEC14,-1.0,-1.0
SIGLEC15,-1.0,-1.0
SIGLEC5,-1.0,-1.0
SIGLEC7,-1.0,-1.0
SIGLEC8,-1.0,-1.0
SIGLEC9,-1.0,-1.0
SILV,-1.0,-1.0
SIM2,-1.0,-1.0
SIP1,-1.0,-1.0
SIRPB2,-1.0,-1.0
SIRPG,-1.0,-1.0
SIT1,-1.0,-1.0
SIX2,-1.0,-1.0
SIX3,-1.0,-1.0
SIX4,-1.0,-1.0
SIX6,-1.0,-1.0
SKA1,-1.0,-1.0
SKA3,-1.0,-1.0
SKINTL,-1.0,-1.0
SKP2,-1.0,-1.0
SLA2,-1.0,-1.0
SLAMF8,-1.0,-1.0
SLAMF9,-1.0,-1.0
SLC10A4,-1.0,-1.0
SLC11A1,-1.0,-1.0
SLC12A8,-1.0,-1.0
SLC13A4,-1.0,-1.0
SLC16A8,-1.0,-1.0
SLC17A9,-1.0,-1.0
SLC18A3,-1.0,-1.0
SLC1A6,-1.0,-1.0
SLC22A14,-1.0,-1.0
SLC22A16,-1.0,-1.0
SLC22A18AS,-1.0,-1.0
SLC22A20,-1.0,-1.0
SLC24A5,-1.0,-1.0
SLC25A14,-1.0,-1.0
SLC25A2,-1.0,-1.0
SLC25A31,-1.0,-1.0
SLC25A35,-1.0,-1.0
SLC25A41,-1.0,-1.0
SLC26A10,-1.0,-1.0
SLC26A8,-1.0,-1.0
SLC28A3,-1.0,-1.0
SLC29A2,-1.0,-1.0
SLC29A4,-1.0,-1.0
SLC2A5,-1.0,-1.0
SLC30A10,-1.0,-1.0
SLC30A3,-1.0,-1.0
SLC35D3,-1.0,-1.0
SLC35E4,-1.0,-1.0
SLC38A8,-1.0,-1.0
SLC39A12,-1.0,-1.0
SLC44A5,-1.0,-1.0
SLC45A2,-1.0,-1.0
SLC4A11,-1.0,-1.0
SLC4A5,-1.0,-1.0
SLC6A10P,-1.0,-1.0
SLC6A11,-1.0,-1.0
SLC6A17,-1.0,-1.0
SLC6A3,-1.0,-1.0
SLC6A7,-1.0,-1.0
SLC7A5P1,-1.0,-1.0
SLC7A5P2,-1.0,-1.0
SLC9A10,-1.0,-1.0
SLC9A11,-1.0,-1.0
SLC9A5,-1.0,-1.0
SLCO1B3,-1.0,-1.0
SLCO1C1,-1.0,-1.0
SLCO5A1,-1.0,-1.0
SLCO6A1,-1.0,-1.0
SLFN12,-1.0,-1.0
SLFNL1,-1.0,-1.0
SLIT1,-1.0,-1.0
SLMO1,-1.0,-1.0
SMC1B,-1.0,-1.0
SMCP,-1.0,-1.0
SMEK3P,-1.0,-1.0
SMN1,-1.0,-1.0
SMTNL1,-1.0,-1.0
SNAR-A2,-1.0,-1.0
SNAR-A3,-1.0,-1.0
SNAR-A4,-1.0,-1.0
SNAR-B2,-1.0,-1.0
SNAR-C4,-1.0,-1.0
SNAR-G1,-1.0,-1.0
SNHG10,-1.0,-1.0
SNHG11,-1.0,-1.0
SNHG12,-1.0,-1.0
SNHG3,-1.0,-1.0
SNHG3-RCC1,-1.0,-1.0
SNHG4,-1.0,-1.0
SNHG9,-1.0,-1.0
SNORA1,-1.0,-1.0
SNORA10,-1.0,-1.0
SNORA11D,-1.0,-1.0
SNORA11E,-1.0,-1.0
SNORA12,-1.0,-1.0
SNORA14B,-1.0,-1.0
SNORA15,-1.0,-1.0
SNORA16B,-1.0,-1.0
SNORA18,-1.0,-1.0
SNORA21,-1.0,-1.0
SNORA23,-1.0,-1.0
SNORA24,-1.0,-1.0
SNORA25,-1.0,-1.0
SNORA26,-1.0,-1.0
SNORA27,-1.0,-1.0
SNORA29,-1.0,-1.0
SNORA3,-1.0,-1.0
SNORA31,-1.0,-1.0
SNORA34,-1.0,-1.0
SNORA38,-1.0,-1.0
SNORA39,-1.0,-1.0
SNORA40,-1.0,-1.0
SNORA41,-1.0,-1.0
SNORA45,-1.0,-1.0
SNORA48,-1.0,-1.0
SNORA51,-1.0,-1.0
SNORA52,-1.0,-1.0
SNORA53,-1.0,-1.0
SNORA56,-1.0,-1.0
SNORA57,-1.0,-1.0
SNORA59B,-1.0,-1.0
SNORA5A,-1.0,-1.0
SNORA5C,-1.0,-1.0
SNORA6,-1.0,-1.0
SNORA61,-1.0,-1.0
SNORA62,-1.0,-1.0
SNORA63,-1.0,-1.0
SNORA65,-1.0,-1.0
SNORA67,-1.0,-1.0
SNORA68,-1.0,-1.0
SNORA70,-1.0,-1.0
SNORA71A,-1.0,-1.0
SNORA71B,-1.0,-1.0
SNORA71C,-1.0,-1.0
SNORA71D,-1.0,-1.0
SNORA72,-1.0,-1.0
SNORA74A,-1.0,-1.0
SNORA74B,-1.0,-1.0
SNORA76,-1.0,-1.0
SNORA7B,-1.0,-1.0
SNORA81,-1.0,-1.0
SNORD10,-1.0,-1.0
SNORD104,-1.0,-1.0
SNORD12B,-1.0,-1.0
SNORD15A,-1.0,-1.0
SNORD15B,-1.0,-1.0
SNORD17,-1.0,-1.0
SNORD1C,-1.0,-1.0
SNORD22,-1.0,-1.0
SNORD32A,-1.0,-1.0
SNORD33,-1.0,-1.0
SNORD35A,-1.0,-1.0
SNORD35B,-1.0,-1.0
SNORD60,-1.0,-1.0
SNORD76,-1.0,-1.0
SNORD79,-1.0,-1.0
SNORD87,-1.0,-1.0
SNORD88B,-1.0,-1.0
SNORD88C,-1.0,-1.0
SNX20,-1.0,-1.0
SOHLH1,-1.0,-1.0
SOX1,-1.0,-1.0
SOX11,-1.0,-1.0
SOX14,-1.0,-1.0
SOX21,-1.0,-1.0
SP6,-1.0,-1.0
SP7,-1.0,-1.0
SP8,-1.0,-1.0
SP9,-1.0,-1.0
SPA17,-1.0,-1.0
SPACA1,-1.0,-1.0
SPACA3,-1.0,-1.0
SPACA4,-1.0,-1.0
SPAG11A,-1.0,-1.0
SPAG11B,-1.0,-1.0
SPAG4,-1.0,-1.0
SPANXA2,-1.0,-1.0
SPANXB2,-1.0,-1.0
SPANXC,-1.0,-1.0
SPANXE,-1.0,-1.0
SPANXN2,-1.0,-1.0
SPANXN3,-1.0,-1.0
SPANXN5,-1.0,-1.0
SPATA12,-1.0,-1.0
SPATA17,-1.0,-1.0
SPATA21,-1.0,-1.0
SPATA8,-1.0,-1.0
SPATC1,-1.0,-1.0
SPATS1,-1.0,-1.0
SPC24,-1.0,-1.0
SPC25,-1.0,-1.0
SPDYA,-1.0,-1.0
SPDYC,-1.0,-1.0
SPDYE1,-1.0,-1.0
SPDYE2,-1.0,-1.0
SPDYE3,-1.0,-1.0
SPDYE4,-1.0,-1.0
SPDYE5,-1.0,-1.0
SPDYE6,-1.0,-1.0
SPDYE7P,-1.0,-1.0
SPDYE8P,-1.0,-1.0
SPEF1,-1.0,-1.0
SPEM1,-1.0,-1.0
SPERT,-1.0,-1.0
SPIN2A,-1.0,-1.0
SPIN2B,-1.0,-1.0
SPIN4,-1.0,-1.0
SPINK13,-1.0,-1.0
SPINK6,-1.0,-1.0
SPIRE2,-1.0,-1.0
SPOCD1,-1.0,-1.0
SPRED3,-1.0,-1.0
SPRN,-1.0,-1.0
SPRR2B,-1.0,-1.0
SPRR2G,-1.0,-1.0
SPRR4,-1.0,-1.0
SPRYD5,-1.0,-1.0
SPSB2,-1.0,-1.0
SPSB4,-1.0,-1.0
SPTA1,-1.0,-1.0
SPTBN5,-1.0,-1.0
SPZ1,-1.0,-1.0
SRCRB4D,-1.0,-1.0
SRMS,-1.0,-1.0
SRPK3,-1.0,-1.0
SRRM5,-1.0,-1.0
SSTR5,-1.0,-1.0
SSX1,-1.0,-1.0
SSX2,-1.0,-1.0
SSX3,-1.0,-1.0
SSX4,-1.0,-1.0
SSX5,-1.0,-1.0
SSX6,-1.0,-1.0
SSX7,-1.0,-1.0
ST20,-1.0,-1.0
ST7OT3,-1.0,-1.0
ST7OT4,-1.0,-1.0
ST8SIA2,-1.0,-1.0
ST8SIA5,-1.0,-1.0
STAC3,-1.0,-1.0
STAG3,-1.0,-1.0
STAG3L1,-1.0,-1.0
STAG3L2,-1.0,-1.0
STAG3L3,-1.0,-1.0
STAG3L4,-1.0,-1.0
STAMBPL1,-1.0,-1.0
STARD6,-1.0,-1.0
STC2,-1.0,-1.0
STIL,-1.0,-1.0
STK31,-1.0,-1.0
STK32C,-1.0,-1.0
STRA6,-1.0,-1.0
STRA8,-1.0,-1.0
STRC,-1.0,-1.0
STX1A,-1.0,-1.0
SULT4A1,-1.0,-1.0
SUMO1P1,-1.0,-1.0
SUMO4,-1.0,-1.0
SUN3,-1.0,-1.0
SUV39H2,-1.0,-1.0
SUV420H2,-1.0,-1.0
SUZ12P,-1.0,-1.0
SYCE2,-1.0,-1.0
SYCP1,-1.0,-1.0
SYCP2,-1.0,-1.0
SYCP2L,-1.0,-1.0
SYCP3,-1.0,-1.0
SYN1,-1.0,-1.0
SYNGR3,-1.0,-1.0
SYNGR4,-1.0,-1.0
SYT12,-1.0,-1.0
SYT14L,-1.0,-1.0
SYT17,-1.0,-1.0
SYT2,-1.0,-1.0
SYT3,-1.0,-1.0
SYT5,-1.0,-1.0
SYT6,-1.0,-1.0
T,-1.0,-1.0
TAAR5,-1.0,-1.0
TAC3,-1.0,-1.0
TAC4,-1.0,-1.0
TADA2A,-1.0,-1.0
TAF1A,-1.0,-1.0
TAF5,-1.0,-1.0
TAF7L,-1.0,-1.0
TAL2,-1.0,-1.0
TARM1,-1.0,-1.0
TAS1R2,-1.0,-1.0
TAS1R3,-1.0,-1.0
TAS2R10,-1.0,-1.0
TAS2R13,-1.0,-1.0
TAS2R14,-1.0,-1.0
TAS2R19,-1.0,-1.0
TAS2R20,-1.0,-1.0
TAS2R3,-1.0,-1.0
TAS2R30,-1.0,-1.0
TAS2R31,-1.0,-1.0
TAS2R38,-1.0,-1.0
TAS2R39,-1.0,-1.0
TAS2R4,-1.0,-1.0
TAS2R40,-1.0,-1.0
TAS2R41,-1.0,-1.0
TAS2R42,-1.0,-1.0
TAS2R43,-1.0,-1.0
TAS2R46,-1.0,-1.0
TAS2R5,-1.0,-1.0
TAS2R50,-1.0,-1.0
TAS2R60,-1.0,-1.0
TAS2R7,-1.0,-1.0
TAS2R8,-1.0,-1.0
TAS2R9,-1.0,-1.0
TBC1D26,-1.0,-1.0
TBC1D28,-1.0,-1.0
TBC1D29,-1.0,-1.0
TBC1D3B,-1.0,-1.0
TBC1D3C,-1.0,-1.0
TBC1D3G,-1.0,-1.0
TBC1D3H,-1.0,-1.0
TBC1D3P2,-1.0,-1.0
TBPL2,-1.0,-1.0
TBR1,-1.0,-1.0
TBX15,-1.0,-1.0
TBX18,-1.0,-1.0
TBX19,-1.0,-1.0
TBX20,-1.0,-1.0
TBX4,-1.0,-1.0
TBX6,-1.0,-1.0
TCAM1P,-1.0,-1.0
TCAP,-1.0,-1.0
TCEB3B,-1.0,-1.0
TCEB3C,-1.0,-1.0
TCERG1L,-1.0,-1.0
TCF15,-1.0,-1.0
TCHH,-1.0,-1.0
TCHHL1,-1.0,-1.0
TCP11,-1.0,-1.0
